% Moku:Go Data Logger
% Input A (on)
% Input B (on)
% Acquisition rate: 1.0000000000e+02 Hz, Precision mode
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% 
% Acquired 2026-02-04 T 14:51:47 -0500
% Time (s), Input A (V), Input B (V)
0.0000000000e+00, 0.0000000000e+00, 1.4066293480e+00
1.0000000000e-02, 0.0000000000e+00, 1.4066237515e+00
2.0000000000e-02, 0.0000000000e+00, 1.4066112141e+00
3.0000000000e-02, 0.0000000000e+00, 1.4067424344e+00
4.0000000000e-02, 0.0000000000e+00, 1.4067652268e+00
5.0000000000e-02, 0.0000000000e+00, 1.4067771702e+00
6.0000000000e-02, 0.0000000000e+00, 1.4071582937e+00
7.0000000000e-02, 0.0000000000e+00, 1.4076142039e+00
8.0000000000e-02, 0.0000000000e+00, 1.4071590754e+00
9.0000000000e-02, 0.0000000000e+00, 1.4076781101e+00
1.0000000000e-01, 0.0000000000e+00, 1.4076699498e+00
1.1000000000e-01, 0.0000000000e+00, 1.4077727813e+00
1.2000000000e-01, 0.0000000000e+00, 1.4078322791e+00
1.3000000000e-01, 0.0000000000e+00, 1.4079658130e+00
1.4000000000e-01, 0.0000000000e+00, 1.4071940925e+00
1.5000000000e-01, 0.0000000000e+00, 1.4072522459e+00
1.6000000000e-01, 0.0000000000e+00, 1.4073134320e+00
1.7000000000e-01, 0.0000000000e+00, 1.4071647031e+00
1.8000000000e-01, 0.0000000000e+00, 1.4069671066e+00
1.9000000000e-01, 0.0000000000e+00, 1.4069997163e+00
2.0000000000e-01, 0.0000000000e+00, 1.4069287129e+00
2.1000000000e-01, 0.0000000000e+00, 1.4066671477e+00
2.2000000000e-01, 0.0000000000e+00, 1.4069543192e+00
2.3000000000e-01, 0.0000000000e+00, 1.4068402635e+00
2.4000000000e-01, 0.0000000000e+00, 1.4069168946e+00
2.5000000000e-01, 0.0000000000e+00, 1.4070533988e+00
2.6000000000e-01, 0.0000000000e+00, 1.4067298345e+00
2.7000000000e-01, 0.0000000000e+00, 1.4069402185e+00
2.8000000000e-01, 0.0000000000e+00, 1.4069541941e+00
2.9000000000e-01, 0.0000000000e+00, 1.4066634584e+00
3.0000000000e-01, 0.0000000000e+00, 1.4064623289e+00
