% Moku:Go Data Logger
% Input A (on)
% Input B (on)
% Acquisition rate: 1.0000000000e+02 Hz, Precision mode
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% 
% Acquired 2026-02-04 T 14:53:49 -0500
% Time (s), Input A (V), Input B (V)
0.0000000000e+00, 0.0000000000e+00, 1.3959913725e+00
1.0000000000e-02, 0.0000000000e+00, 1.3934376256e+00
2.0000000000e-02, 0.0000000000e+00, 1.3902162402e+00
3.0000000000e-02, 0.0000000000e+00, 1.3863276540e+00
4.0000000000e-02, 0.0000000000e+00, 1.3829082969e+00
5.0000000000e-02, 0.0000000000e+00, 1.3796780322e+00
6.0000000000e-02, 0.0000000000e+00, 1.3752809164e+00
7.0000000000e-02, 0.0000000000e+00, 1.3705988491e+00
8.0000000000e-02, 0.0000000000e+00, 1.3660164241e+00
9.0000000000e-02, 0.0000000000e+00, 1.3615577158e+00
1.0000000000e-01, 0.0000000000e+00, 1.3568880607e+00
1.1000000000e-01, 0.0000000000e+00, 1.3515285376e+00
1.2000000000e-01, 0.0000000000e+00, 1.3458744956e+00
1.3000000000e-01, 0.0000000000e+00, 1.3395961801e+00
1.4000000000e-01, 0.0000000000e+00, 1.3330334132e+00
1.5000000000e-01, 0.0000000000e+00, 1.3258266443e+00
1.6000000000e-01, 0.0000000000e+00, 1.3180576947e+00
1.7000000000e-01, 0.0000000000e+00, 1.3098690402e+00
1.8000000000e-01, 0.0000000000e+00, 1.3012135327e+00
1.9000000000e-01, 0.0000000000e+00, 1.2926069866e+00
2.0000000000e-01, 0.0000000000e+00, 1.2844687004e+00
2.1000000000e-01, 0.0000000000e+00, 1.2762176717e+00
2.2000000000e-01, 0.0000000000e+00, 1.2676976991e+00
2.3000000000e-01, 0.0000000000e+00, 1.2596824418e+00
2.4000000000e-01, 0.0000000000e+00, 1.2517305278e+00
2.5000000000e-01, 0.0000000000e+00, 1.2440645035e+00
2.6000000000e-01, 0.0000000000e+00, 1.2364498167e+00
2.7000000000e-01, 0.0000000000e+00, 1.2287939848e+00
2.8000000000e-01, 0.0000000000e+00, 1.2215383171e+00
2.9000000000e-01, 0.0000000000e+00, 1.2149918706e+00
3.0000000000e-01, 0.0000000000e+00, 1.2083019479e+00
3.1000000000e-01, 0.0000000000e+00, 1.2011332289e+00
3.2000000000e-01, 0.0000000000e+00, 1.1936534204e+00
3.3000000000e-01, 0.0000000000e+00, 1.1867272574e+00
3.4000000000e-01, 0.0000000000e+00, 1.1797078925e+00
3.5000000000e-01, 0.0000000000e+00, 1.1727166976e+00
3.6000000000e-01, 0.0000000000e+00, 1.1657727446e+00
3.7000000000e-01, 0.0000000000e+00, 1.1590718790e+00
3.8000000000e-01, 0.0000000000e+00, 1.1526041898e+00
3.9000000000e-01, 0.0000000000e+00, 1.1465909725e+00
4.0000000000e-01, 0.0000000000e+00, 1.1407613760e+00
4.1000000000e-01, 0.0000000000e+00, 1.1348874455e+00
4.2000000000e-01, 0.0000000000e+00, 1.1290801724e+00
4.3000000000e-01, 0.0000000000e+00, 1.1231530284e+00
4.4000000000e-01, 0.0000000000e+00, 1.1176407431e+00
4.5000000000e-01, 0.0000000000e+00, 1.1117308888e+00
4.6000000000e-01, 0.0000000000e+00, 1.1067307911e+00
4.7000000000e-01, 0.0000000000e+00, 1.1019527394e+00
4.8000000000e-01, 0.0000000000e+00, 1.0969799676e+00
4.9000000000e-01, 0.0000000000e+00, 1.0916274166e+00
5.0000000000e-01, 0.0000000000e+00, 1.0862901230e+00
5.1000000000e-01, 0.0000000000e+00, 1.0814204953e+00
5.2000000000e-01, 0.0000000000e+00, 1.0762440303e+00
5.3000000000e-01, 0.0000000000e+00, 1.0705184222e+00
5.4000000000e-01, 0.0000000000e+00, 1.0650431237e+00
5.5000000000e-01, 0.0000000000e+00, 1.0599683959e+00
5.6000000000e-01, 0.0000000000e+00, 1.0543259533e+00
5.7000000000e-01, 0.0000000000e+00, 1.0491233818e+00
5.8000000000e-01, 0.0000000000e+00, 1.0439537952e+00
5.9000000000e-01, 0.0000000000e+00, 1.0390705671e+00
6.0000000000e-01, 0.0000000000e+00, 1.0344233605e+00
6.1000000000e-01, 0.0000000000e+00, 1.0297706199e+00
6.2000000000e-01, 0.0000000000e+00, 1.0250834876e+00
6.3000000000e-01, 0.0000000000e+00, 1.0205410196e+00
6.4000000000e-01, 0.0000000000e+00, 1.0156852737e+00
6.5000000000e-01, 0.0000000000e+00, 1.0111767911e+00
6.6000000000e-01, 0.0000000000e+00, 1.0064897213e+00
6.7000000000e-01, 0.0000000000e+00, 1.0018171898e+00
6.8000000000e-01, 0.0000000000e+00, 9.9726493584e-01
6.9000000000e-01, 0.0000000000e+00, 9.9240403115e-01
7.0000000000e-01, 0.0000000000e+00, 9.8746293105e-01
7.1000000000e-01, 0.0000000000e+00, 9.8207501904e-01
7.2000000000e-01, 0.0000000000e+00, 9.7740251884e-01
7.3000000000e-01, 0.0000000000e+00, 9.7304917448e-01
7.4000000000e-01, 0.0000000000e+00, 9.6832799426e-01
7.5000000000e-01, 0.0000000000e+00, 9.6394466651e-01
7.6000000000e-01, 0.0000000000e+00, 9.5990106713e-01
7.7000000000e-01, 0.0000000000e+00, 9.5601010479e-01
7.8000000000e-01, 0.0000000000e+00, 9.5221468910e-01
7.9000000000e-01, 0.0000000000e+00, 9.4867636769e-01
8.0000000000e-01, 0.0000000000e+00, 9.4541264911e-01
8.1000000000e-01, 0.0000000000e+00, 9.4249341123e-01
8.2000000000e-01, 0.0000000000e+00, 9.3969642053e-01
8.3000000000e-01, 0.0000000000e+00, 9.3694273224e-01
8.4000000000e-01, 0.0000000000e+00, 9.3441896871e-01
8.5000000000e-01, 0.0000000000e+00, 9.3178962237e-01
