% Moku:Go Data Logger
% Input A (on)
% Input B (on)
% Acquisition rate: 1.0000000000e+02 Hz, Precision mode
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% 
% Acquired 2026-01-28 T 16:05:26 -0500
% Time (s), Input A (V), Input B (V)
0.0000000000e+00, 7.2637851352e-01, 1.2460050135e+00
1.0000000000e-02, 7.2652048910e-01, 1.2314793898e+00
2.0000000000e-02, 7.2658230053e-01, 1.2158650470e+00
3.0000000000e-02, 7.2667315739e-01, 1.1991542313e+00
4.0000000000e-02, 7.2670132740e-01, 1.1814594665e+00
5.0000000000e-02, 7.2682582568e-01, 1.1635305873e+00
6.0000000000e-02, 7.2690511440e-01, 1.1455774776e+00
7.0000000000e-02, 7.2697849398e-01, 1.1276631368e+00
8.0000000000e-02, 7.2710887014e-01, 1.1100022635e+00
9.0000000000e-02, 7.2713113101e-01, 1.0919990355e+00
1.0000000000e-01, 7.2722789700e-01, 1.0732784260e+00
1.1000000000e-01, 7.2728379930e-01, 1.0539600247e+00
1.2000000000e-01, 7.2743287209e-01, 1.0345130605e+00
1.3000000000e-01, 7.2748380321e-01, 1.0156330295e+00
1.4000000000e-01, 7.2758913589e-01, 9.9780050984e-01
1.5000000000e-01, 7.2760257995e-01, 9.8069243771e-01
1.6000000000e-01, 7.2774180418e-01, 9.6397346182e-01
1.7000000000e-01, 7.2780611683e-01, 9.4702993878e-01
1.8000000000e-01, 7.2789447247e-01, 9.3035782952e-01
1.9000000000e-01, 7.2800965371e-01, 9.1455748967e-01
2.0000000000e-01, 7.2804710950e-01, 8.9903256554e-01
2.1000000000e-01, 7.2812839919e-01, 8.8438988469e-01
2.2000000000e-01, 7.2819977780e-01, 8.6982849353e-01
2.3000000000e-01, 7.2833199861e-01, 8.5743822497e-01
2.4000000000e-01, 7.2838283593e-01, 8.4417052798e-01
2.5000000000e-01, 7.2850511438e-01, 8.3285912995e-01
2.6000000000e-01, 7.2850511438e-01, 8.2200667476e-01
2.7000000000e-01, 7.2865424970e-01, 8.1172937540e-01
2.8000000000e-01, 7.2870518082e-01, 8.0175684985e-01
2.9000000000e-01, 7.2881041970e-01, 7.9314673953e-01
3.0000000000e-01, 7.2890874897e-01, 7.8442069761e-01
3.1000000000e-01, 7.2896308800e-01, 7.7640841044e-01
3.2000000000e-01, 7.2902749445e-01, 7.6812102019e-01
3.3000000000e-01, 7.2911575629e-01, 7.6149237737e-01
3.4000000000e-01, 7.2923103133e-01, 7.5566087376e-01
3.5000000000e-01, 7.2927577192e-01, 7.5031851524e-01
3.6000000000e-01, 7.2942109288e-01, 7.4487645179e-01
3.7000000000e-01, 7.2942109288e-01, 7.4000679282e-01
3.8000000000e-01, 7.2954690431e-01, 7.3557462872e-01
3.9000000000e-01, 7.2959755404e-01, 7.3093861509e-01
4.0000000000e-01, 7.2972639820e-01, 7.2772520232e-01
4.1000000000e-01, 7.2980093459e-01, 7.2420060637e-01
4.2000000000e-01, 7.2987906649e-01, 7.2212306071e-01
4.3000000000e-01, 7.2991939869e-01, 7.1926926103e-01
4.4000000000e-01, 7.3003173479e-01, 7.1686418045e-01
4.5000000000e-01, 7.3012271671e-01, 7.1409260842e-01
4.6000000000e-01, 7.3018440308e-01, 7.1144828602e-01
4.7000000000e-01, 7.3032609727e-01, 7.0881868957e-01
4.8000000000e-01, 7.3033707138e-01, 7.0624393239e-01
4.9000000000e-01, 7.3044449883e-01, 7.0358175752e-01
5.0000000000e-01, 7.3049514856e-01, 7.0109229199e-01
5.1000000000e-01, 7.3064237670e-01, 6.9829167453e-01
5.2000000000e-01, 7.3069852911e-01, 6.9561192858e-01
5.3000000000e-01, 7.3079504499e-01, 6.9261802925e-01
5.4000000000e-01, 7.3081699321e-01, 6.8936603514e-01
5.5000000000e-01, 7.3094771328e-01, 6.8586060479e-01
5.6000000000e-01, 7.3102031123e-01, 6.8234992188e-01
5.7000000000e-01, 7.3110038158e-01, 6.7881710315e-01
5.8000000000e-01, 7.3122369179e-01, 6.7540049742e-01
