% Moku:Go Data Logger
% Input A (on)
% Input B (on)
% Acquisition rate: 1.0000000000e+02 Hz, Precision mode
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% 
% Acquired 2026-02-04 T 15:18:15 -0500
% Time (s), Input A (V), Input B (V)
0.0000000000e+00, -1.8037311476e+00, 1.3152961589e+00
1.0000000000e-02, -1.7144988281e+00, 1.3160194808e+00
2.0000000000e-02, -1.6209279526e+00, 1.3175953440e+00
3.0000000000e-02, -1.5232936556e+00, 1.3188184099e+00
4.0000000000e-02, -1.4217752745e+00, 1.3204928838e+00
5.0000000000e-02, -1.3166792717e+00, 1.3226320220e+00
6.0000000000e-02, -1.2082726211e+00, 1.3245778471e+00
7.0000000000e-02, -1.0967906251e+00, 1.3271889658e+00
8.0000000000e-02, -9.8254008987e-01, 1.3297361157e+00
9.0000000000e-02, -8.6582491370e-01, 1.3323845651e+00
1.0000000000e-01, -7.4691491586e-01, 1.3350415812e+00
1.1000000000e-01, -6.2611030544e-01, 1.3381901811e+00
1.2000000000e-01, -5.0372573607e-01, 1.3415867145e+00
1.3000000000e-01, -3.8007020237e-01, 1.3446432069e+00
1.4000000000e-01, -2.5546958221e-01, 1.3476193789e+00
1.5000000000e-01, -1.3020688879e-01, 1.3508870369e+00
1.6000000000e-01, -4.6152222305e-03, 1.3548994648e+00
1.7000000000e-01, 1.2098769982e-01, 1.3580281487e+00
1.8000000000e-01, 2.4628350316e-01, 1.3616309390e+00
1.9000000000e-01, 3.7094111990e-01, 1.3660707944e+00
2.0000000000e-01, 4.9468066337e-01, 1.3702992653e+00
2.1000000000e-01, 6.1716978379e-01, 1.3753519824e+00
2.2000000000e-01, 7.3810120613e-01, 1.3797658876e+00
2.3000000000e-01, 8.5715496166e-01, 1.3838959667e+00
2.4000000000e-01, 9.7404616128e-01, 1.3888172133e+00
2.5000000000e-01, 1.0884886653e+00, 1.3934250882e+00
2.6000000000e-01, 1.2001842343e+00, 1.3985582821e+00
